algorithm,dataset,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score,norm_calinski_harabasz_score
dkm,2d4c,0.865425568,0.862882589,0.958285052,0.524451465,793.6612662,0.631319014,0.613000885,0.896325126
dkm,3spiral,0.040410247,0.078896616,0.442307692,0.253191848,126.4390464,1.40015469,0.416639812,0.834794412
dkm,aggregation,0.683214895,0.836091545,0.909898477,0.452487096,1228.765158,0.769630778,0.565089629,0.99120896
dkm,compound,0.593563716,0.728457291,0.86716792,0.428383554,596.8775869,0.909267374,0.523761111,0.960611357
dkm,D1,0.973297649,0.956562096,0.991,0.650942672,3022.991148,0.490832252,0.670766277,0.999809054
dkm,D2,0.9616651,0.939620192,0.987,0.476752863,1968.141406,0.886376406,0.530116893,0.929818487
dkm,D3,0.848815626,0.83247013,0.946,0.637167776,3486.208562,0.58586833,0.630569374,0.997095883
dkm,D4,0.574138956,0.470761136,0.879,0.494376268,1369.619981,0.811367779,0.552069001,0.874097934
dkm,D5,0.037298366,0.142398158,0.597,0.205495125,157.6697944,1.082133944,0.480276499,0.671936704
dkm,ecoli,0.355555827,0.500471296,0.758928571,0.146580793,117.7001369,1.99593004,0.333786165,0.897375842
dkm,elly2d10c13s,0.436654272,0.593809968,0.645565093,0.402460015,2723.856879,0.778223809,0.562358908,0.986095211
dkm,glass,0.189879362,0.246283783,0.476635514,0.44589225,41.65851348,2.304536612,0.30261429,0.759161201
dkm,ionosphere,0.197415042,0.147190468,0.723646724,0.290776637,112.3285272,1.557885946,0.390947846,0.574041628
dkm,s1,0.993732692,0.993455165,0.997,0.711165126,22615.49575,0.365495245,0.732335029,0.999739087
dkm,s2,0.921325949,0.93902777,0.9614,0.614572093,12717.48282,0.477031904,0.677033446,0.993863444
dkm,sonar,0.122351922,0.088944139,0.677884615,0.125215445,30.8176759,2.47521264,0.287752176,0.918217199
dkm,statlog,0.56736994,0.687498546,0.721212121,0.289837514,1250.169241,1.412193335,0.414560469,0.965072163
dkm,unbalance,1,1,1,0.832545741,73547.5586,0.357810166,0.736479977,1
dkm,wdbc,0.741955714,0.65816983,0.931458699,0.388523481,361.9900066,1.126756228,0.470199634,0.999024015
dkm,wine,0.846638704,0.801619328,0.949438202,0.290201937,81.22029491,1.326351613,0.429857634,0.994255188
dkm,yeast,0.099211861,0.213544176,0.429245283,0.118387253,193.1458056,1.521029998,0.396663269,0.621484495
drc,2d10c,0.989507376,0.986705825,0.994314381,0.827915222,20138.93179,1.14142457,0.466978858,0.91972386
drc,2d20c,0.967694113,0.972062177,0.978246539,0.635106656,2171.557606,1.296882622,0.435372705,0.883674166
drc,2d4c,0.969038872,0.907429822,0.987253766,0.442119982,300.9547658,1.683665764,0.372624644,0.766745828
drc,3spiral,1,1,1,0.001370304,5.797144814,5.87156349,0.145527288,0.35310091
drc,aggregation,0.808943417,0.888231081,0.827411168,0.371507694,666.0819856,0.672829682,0.597789489,0.906096384
drc,compound,0.822467337,0.845525893,0.837092732,0.538950313,518.985877,2.013001867,0.331894915,0.93968174
drc,D1,0.778122794,0.752967658,0.921,0.433455581,755.8281027,1.520885316,0.396686035,0.827132738
drc,D2,0.951425603,0.921555754,0.982,0.464668544,1248.175458,2.218257557,0.31072715,0.874069854
drc,D3,0.89309041,0.861743814,0.984,0.559752457,1306.823552,3.335694239,0.230643571,0.877272955
drc,D4,0.998001996,0.994814529,1,0.035062413,447.2592676,2.021118368,0.331003251,0.739040292
drc,D5,1,1,1,0.114302673,0.024791645,189.9448859,0.005237113,0.093439574
drc,ecoli,0.386725392,0.396942272,0.598214286,0.107881022,48.81589551,2.388333589,0.295130327,0.736695422
drc,elly2d10c13s,0.245477469,0.39621461,0.451716738,-0.197815876,94.98482084,1.759440873,0.362392255,0.570245185
drc,glass,0.24831108,0.38059009,0.528037383,0.440991058,43.69646491,1.724442803,0.367047529,0.768332621
drc,ionosphere,-0.00461191,0.000629913,0.533653846,0.18316696,19.02716896,2.540639789,0.282434831,0.368937903
drc,s1,0.947726509,0.953497545,0.9678,0.676381362,5630.568302,1.512956663,0.397937622,0.861126567
drc,s2,0.591873724,0.806035362,0.6776,0.304969583,1674.480961,1.903579832,0.344402447,0.780761547
drc,sonar,-0.00461191,0.000629913,0.533653846,0.18316696,19.02716896,2.540639789,0.282434831,0.801130413
drc,statlog,0.42261815,0.628801908,0.729437229,-0.051579755,253.9602237,1.641053143,0.378636834,0.75026244
drc,unbalance,0.984382245,0.943863555,0.936307692,0.812423414,11925.74231,0.441161033,0.693884984,0.83766386
drc,wdbc,0.178060647,0.108448031,0.715289982,0.236128145,99.5093888,2.242468841,0.308406973,0.78269343
drc,wine,0.422888448,0.520894656,0.696629213,0.231189976,41.63896047,3.042297382,0.247384075,0.849093214
drc,yeast,0.015389027,0.03226325,0.316037736,0.520815375,68.94438999,2.850940362,0.259676834,0.502242995
gapStatistic,2d10c,0.996665696,0.995281307,0.998327759,0.836848413,47833.68352,0.22935795,0.813432735,1
gapStatistic,2d20c,0.973532232,0.978011108,0.984179301,0.658748252,5974.180386,0.491084462,0.67065282,0.999987087
gapStatistic,2d4c,0.710237629,0.847723841,0.994206257,0.598459681,1481.059538,0.559825873,0.6410972,0.97988812
gapStatistic,3spiral,-0.003382266,-0.002847706,0.352564103,0.346187467,182.7403385,1.173940223,0.459994249,0.89729013
gapStatistic,aggregation,0.819343469,0.882045345,0.908629442,0.4837737,1308.937485,0.706377623,0.586036752,1
gapStatistic,compound,0.797199924,0.806358088,0.869674185,0.513767268,599.8663978,0.811670426,0.551976775,0.961359151
gapStatistic,D1,0.982117378,0.969084124,0.994,0.651385991,3027.624938,0.490233658,0.671035709,1
gapStatistic,D2,0.579749033,0.605942776,0.814,0.51050266,2631.041258,0.721333555,0.580944929,0.96536873
gapStatistic,D3,0.841073934,0.825844387,0.943,0.641475565,3570.07477,0.577088089,0.63407999,1
gapStatistic,D4,0.503603108,0.402386734,0.855,0.501576706,1418.866351,0.802895572,0.554663296,0.878366242
gapStatistic,D5,-1,-1,-1,-1,-1,-1,-1,-1
gapStatistic,ecoli,0.613890956,0.617051011,0.797619048,0.312059529,159.1470163,1.099614613,0.476277881,0.953136541
gapStatistic,elly2d10c13s,0.400235833,0.558822442,0.614806867,0.395245098,2659.786586,0.767810657,0.56567144,0.983130235
gapStatistic,glass,0.236477381,0.345354494,0.551401869,0.315251527,76.40459828,1.295500254,0.43563489,0.876859841
gapStatistic,ionosphere,0.003073107,0.00343666,0.567307692,0.157829368,41.72642373,1.824070421,0.354098819,0.457621273
gapStatistic,s1,0.994962549,0.994657235,0.9976,0.711553279,22674.75684,0.365553588,0.73230374,1
gapStatistic,s2,0.958525124,0.964375816,0.9802,0.626313559,13481.66956,0.465321401,0.682444138,0.999998988
gapStatistic,sonar,0.003073107,0.00343666,0.567307692,0.157829368,41.72642373,1.824070421,0.354098819,0.993701966
gapStatistic,statlog,0.504036554,0.609846673,0.669264069,0.333155087,1426.074575,1.189900013,0.456641853,0.982857797
gapStatistic,unbalance,1,1,1,0.832545741,73547.5586,0.357810166,0.736479977,1
gapStatistic,wdbc,0.730174903,0.622572478,0.927943761,0.384549488,364.0930516,1.136335291,0.468091317,1
gapStatistic,wine,0.863598792,0.845672825,0.95505618,0.299813598,83.21561394,1.320167664,0.431003335,0.999583101
gapStatistic,yeast,0.188705487,0.293402722,0.522911051,0.213609566,291.8809143,1.151292531,0.46483683,0.669733478
gmeans,2d10c,0.994737026,0.990274104,0.998327759,0.823380983,42704.16627,0.322136387,0.756351621,0.989473503
gmeans,2d20c,0.972793766,0.982037948,0.992748846,0.655986847,5917.586394,0.503253223,0.665223919,0.998892856
gmeans,2d4c,0.710237629,0.847723841,0.994206257,0.598459681,1481.059538,0.559825873,0.6410972,0.97988812
gmeans,3spiral,-0.003694622,-0.004096457,0.375,0.353126162,242.8878075,0.877091429,0.532739101,0.945748189
gmeans,aggregation,0.685909844,0.830519745,0.927664975,0.466550087,1256.353117,0.714677933,0.583199901,0.994297038
gmeans,compound,0.786841281,0.7967952,0.912280702,0.484476234,496.4324688,0.85055393,0.54037874,0.933034156
gmeans,D1,0.982117378,0.969084124,0.994,0.651385991,3027.624938,0.490233658,0.671035709,1
gmeans,D2,0.668359696,0.717670696,0.904,0.492132403,2178.400231,0.755141388,0.569754669,0.94224773
gmeans,D3,0.78597095,0.79244459,0.962,0.625998997,3347.644206,0.808580277,0.552919886,0.992141152
gmeans,D4,0.388910655,0.37452793,0.831,0.455137762,1156.133407,0.870279649,0.5346794,0.853626227
gmeans,D5,-0.001019932,-0.000854449,0.51,0.387307122,791.1584981,0.850431826,0.540414397,0.884243945
gmeans,ecoli,0.517898608,0.62030754,0.827380952,0.267380313,139.019354,1.077201815,0.481416872,0.928114995
gmeans,elly2d10c13s,0.416767449,0.571871584,0.663447783,0.397690711,2723.421374,0.797035836,0.55647193,0.986075293
gmeans,glass,0.18474294,0.326429567,0.560747664,0.387003592,84.0950834,0.932454402,0.517476634,0.895669962
gmeans,ionosphere,0.003073107,0.00343666,0.567307692,0.157829368,41.72642373,1.824070421,0.354098819,0.457621273
gmeans,s1,0.986750787,0.988394196,0.9962,0.698445413,21594.01475,0.406201221,0.711135778,0.995130999
gmeans,s2,0.949117165,0.957665076,0.9776,0.610229104,12803.18663,0.513031268,0.660924874,0.99456964
gmeans,sonar,0.039762742,0.084363586,0.634615385,0.163907337,27.48803222,2.174644224,0.314995927,0.890077885
gmeans,statlog,0.561086526,0.651062699,0.69047619,0.315431793,1191.822887,1.378755919,0.420387814,0.958615903
gmeans,unbalance,1,1,1,0.832545741,73547.5586,0.357810166,0.736479977,1
gmeans,wdbc,0.730174903,0.622572478,0.927943761,0.384549488,364.0930516,1.136335291,0.468091317,1
gmeans,wine,0.914879596,0.89144761,0.971910112,0.300955061,83.25649806,1.310972649,0.432718233,0.999690961
gmeans,yeast,0.164957537,0.274650153,0.539757412,0.185509752,277.5556857,1.197079233,0.455149721,0.663844397
hdbscan,2d10c,0.948829013,0.970784538,0.998327759,0.755275617,31395.90702,0.759654869,0.568293259,0.960927142
hdbscan,2d20c,0.959574768,0.968538278,0.983520105,0.627254153,2205.177878,1.41160239,0.414662054,0.885439353
hdbscan,2d4c,0.889672573,0.912183297,0.995365006,0.525889257,588.3431775,2.275464328,0.305300226,0.856271408
hdbscan,3spiral,0.93504056,0.914397438,0.993589744,-0.067243993,9.094612051,4.940218772,0.168343968,0.413740679
hdbscan,aggregation,0.808943417,0.888231081,0.827411168,0.371507694,666.0819856,0.672829682,0.597789489,0.906096384
hdbscan,compound,0.789274088,0.811852373,0.80952381,0.556958244,522.4822043,1.821382816,0.354436128,0.94068644
hdbscan,D1,0.836746703,0.821980526,0.946,0.539871237,1386.985618,1.593412246,0.38559238,0.902713793
hdbscan,D2,0.948094509,0.919500261,0.979,0.464553114,1242.550189,2.420827024,0.29232697,0.873517084
hdbscan,D3,0.871024783,0.854231465,0.98,0.597687667,1867.617516,6.208169621,0.138731475,0.920862916
hdbscan,D4,1,1,1,0.393561504,895.1474068,1.007259154,0.498191775,0.822728657
hdbscan,D5,1,1,1,0.114302673,0.024791645,189.9448859,0.005237113,0.093439574
hdbscan,ecoli,0.421097979,0.429502078,0.604166667,0.291780241,77.09802528,2.482830752,0.287122766,0.819677772
hdbscan,elly2d10c13s,0.213474215,0.383296033,0.417739628,0.108344483,296.5058135,2.861541933,0.258963911,0.710387696
hdbscan,glass,0.257171513,0.373331617,0.481308411,0.494345559,80.84928279,1.654837899,0.376670832,0.887944618
hdbscan,ionosphere,0.308481038,0.291744753,0.806267806,0.146079558,27.98127322,2.327528506,0.300523346,0.411909492
hdbscan,s1,0.929036261,0.942094535,0.957,0.666102348,4722.401491,1.496434099,0.400571359,0.843595113
hdbscan,s2,0.666086104,0.839760379,0.8538,0.469771793,1544.195155,1.73894566,0.365103994,0.772254062
hdbscan,sonar,-0.005614544,0.043522054,0.533653846,0.243980244,8.009279451,1.407762068,0.41532343,0.605885055
hdbscan,statlog,0.436308707,0.646875691,0.784415584,0.086135005,329.1264083,1.832642982,0.353027193,0.785100206
hdbscan,unbalance,0.999988502,0.999693443,1,0.831629196,65256.88171,0.341440366,0.745467354,0.989327116
hdbscan,wdbc,0.289386484,0.254113208,0.775043937,0.065056713,76.52399587,2.406301109,0.293573577,0.73919827
hdbscan,wine,0.366446745,0.445989859,0.691011236,0.177733494,33.2473053,2.822643855,0.26159905,0.801069962
hdbscan,yeast,0.011016375,0.048369069,0.319407008,0.589205533,103.5945947,0.523222316,0.656502987,0.549111214
idec,2d10c,0.996665696,0.995281307,0.998327759,0.836848413,47833.68352,0.22935795,0.813432735,1
idec,2d20c,0.946562167,0.965377602,0.969676994,0.647360951,5670.44322,0.510273865,0.662131567,0.993988489
idec,2d4c,0.983557212,0.97756064,0.995365006,0.538569997,936.1351817,0.569209721,0.63726345,0.918430125
idec,3spiral,-0.000882427,-0.000769623,0.378205128,0.361765049,230.8746377,0.895601418,0.527537061,0.937100166
idec,aggregation,0.700720175,0.849060592,0.912436548,0.432773325,1179.917642,0.785438841,0.560086393,0.985567415
idec,compound,0.601272112,0.759423837,0.874686717,0.397754868,549.4669833,0.96777519,0.508188133,0.948222623
idec,D1,0.979168693,0.96516123,0.993,0.651163973,3024.85726,0.490954534,0.670711264,0.999885986
idec,D2,0.9616651,0.939620192,0.987,0.476752863,1968.141406,0.886376406,0.530116893,0.929818487
idec,D3,0.921388615,0.896640021,0.973,0.636254111,3424.887984,0.578804887,0.63339049,0.994927938
idec,D4,0.577177431,0.472119497,0.88,0.495214098,1374.449075,0.811102931,0.552149733,0.874523205
idec,D5,-0.000965868,-0.000696989,0.503,0.361090386,609.0025458,1.153102228,0.464446131,0.84968465
idec,ecoli,0.502242198,0.532437351,0.767857143,0.201083694,125.8708393,1.568270291,0.389367117,0.909759267
idec,elly2d10c13s,0.396602417,0.562615552,0.615879828,0.401364387,2713.627701,0.763544425,0.567039869,0.985626541
idec,glass,0.22143531,0.363120576,0.523364486,0.312130778,61.62705788,1.884708941,0.346655424,0.834876431
idec,ionosphere,0.177718102,0.135211328,0.712250712,0.291918572,113.6479004,1.540519008,0.393620357,0.575431481
idec,s1,0.992402988,0.991721645,0.9964,0.710752204,22549.34865,0.365804951,0.732168967,0.999447049
idec,s2,0.951697681,0.961520517,0.9764,0.622852963,13309.64645,0.471394438,0.679627416,0.998648727
idec,sonar,0.102564033,0.073932099,0.663461538,0.143016635,36.42706909,2.277344921,0.30512504,0.959721444
idec,statlog,0.628590926,0.737185615,0.762770563,0.288603245,1174.131174,1.574288865,0.388456794,0.956595779
idec,unbalance,0.999976887,0.999386244,0.999846154,0.832470501,73422.9319,0.359157645,0.735749825,0.999848658
idec,wdbc,0.754425606,0.664569998,0.934973638,0.375566145,345.0506324,1.145802227,0.466026173,0.990950724
idec,wine,0.914879596,0.89144761,0.971910112,0.300955061,83.25649806,1.310972649,0.432718233,0.999690961
idec,yeast,0.101561358,0.229134096,0.453504043,0.132596442,240.3785621,1.60904545,0.383281939,0.647027839
isbm,2d10c,0.997949905,0.996916028,0.998996656,0.836923843,47795.49341,0.228909263,0.813729728,0.99992588
isbm,2d20c,0.958694378,0.96974835,0.98286091,0.633447958,5523.111728,0.54046313,0.649155426,0.990962095
isbm,2d4c,0.840926185,0.855895118,0.951332561,0.457661049,786.248023,0.62490742,0.615419677,0.89506894
isbm,3spiral,0.070434137,0.084562396,0.493589744,0.213792838,135.2188691,1.400340749,0.416607517,0.84616285
isbm,aggregation,0.791726444,0.851374555,0.920050761,0.27523713,797.3342535,0.748833097,0.571809855,0.931083269
isbm,compound,0.542784964,0.692232284,0.799498747,0.419918472,500.3364654,0.878791361,0.532257078,0.934206111
isbm,D1,0.944351878,0.921706104,0.981,0.644631123,2931.385817,0.49139699,0.670512282,0.995972964
isbm,D2,0.961526504,0.940367718,0.987,0.467940898,1898.240935,0.897699791,0.526953739,0.925390597
isbm,D3,0.854281757,0.822678424,0.948,0.600552864,2815.727416,0.624378072,0.615620229,0.971003696
isbm,D4,0.300335579,0.514972965,0.999,0.414589589,1191.897229,0.68078651,0.594959558,0.857306346
isbm,D5,0.180452525,0.430282744,1,0.418551501,928.3760079,0.665129862,0.60055376,0.905378539
isbm,ecoli,0.392893906,0.38072498,0.62202381,0.33174457,124.6086985,1.068355168,0.48347596,0.907898972
isbm,elly2d10c13s,0.31914681,0.496587904,0.586909871,0.262836053,975.0669078,3.174510939,0.239549019,0.858200384
isbm,glass,0.224129148,0.313743333,0.434579439,0.451545901,122.76375,1.19256146,0.456087557,0.970245188
isbm,ionosphere,-1,-1,-1,-1,-1,-1,-1,-1
isbm,s1,0.985348367,0.985773941,0.993,0.707814487,22241.23845,0.367811253,0.731095023,0.99807536
isbm,s2,0.942001928,0.952091483,0.9726,0.615128133,12709.54848,0.474115812,0.678372752,0.993797824
isbm,sonar,-1,-1,-1,-1,-1,-1,-1,-1
isbm,statlog,-1,-1,-1,-1,-1,-1,-1,-1
isbm,unbalance,0.999976887,0.999386244,0.999846154,0.832381385,72991.64431,0.357272839,0.73677154,0.999322928
isbm,wdbc,-1,-1,-1,-1,-1,-1,-1,-1
isbm,wine,-1,-1,-1,-1,-1,-1,-1,-1
isbm,yeast,0.16921263,0.200918769,0.387466307,0.206421418,242.9967202,1.694969144,0.371061762,0.648293967
kmeans,2d10c,0.945870776,0.964311411,0.96722408,0.759468796,30170.29575,0.446517977,0.691315293,0.957232001
kmeans,2d20c,0.951538019,0.966155792,0.971654581,0.639764519,5690.533823,0.533529819,0.652090352,0.994395075
kmeans,2d4c,0.683241449,0.781623884,0.899188876,0.531900026,1017.752006,0.639253772,0.610033673,0.929624933
kmeans,3spiral,-0.005870815,-0.005418814,0.349358974,0.360137349,237.5913061,0.878504059,0.532338482,0.941988854
kmeans,aggregation,0.733764597,0.839569987,0.901015228,0.473689976,1292.487658,0.703469782,0.587037123,0.998240923
kmeans,compound,0.611960111,0.763027156,0.884711779,0.453482413,648.8618693,0.842399817,0.542770354,0.973114998
kmeans,D1,0.982117378,0.969084124,0.994,0.651385991,3027.624938,0.490233658,0.671035709,1
kmeans,D2,0.579749033,0.605942776,0.814,0.51050266,2631.041258,0.721333555,0.580944929,0.96536873
kmeans,D3,0.843390184,0.826305652,0.944,0.641670457,3569.423398,0.57741021,0.633950505,0.999977708
kmeans,D4,0.503603108,0.402386734,0.855,0.501576706,1418.866351,0.802895572,0.554663296,0.878366242
kmeans,D5,-0.000985972,-0.000711408,0.502,0.361217961,609.6096095,1.152609488,0.464552445,0.849816181
kmeans,ecoli,0.688730277,0.618963271,0.836309524,0.322012541,137.7323182,1.068749264,0.483383858,0.926395525
kmeans,elly2d10c13s,0.40013309,0.56987986,0.624105866,0.409067634,2773.525754,0.761328766,0.567753176,0.988346167
kmeans,glass,0.197767018,0.351903113,0.537383178,0.345740106,74.06597487,1.48415932,0.402550671,0.870772412
kmeans,ionosphere,0.177606855,0.13300819,0.712250712,0.29341541,115.0360226,1.535024204,0.394473551,0.576876741
kmeans,s1,0.994953549,0.994552733,0.9976,0.71155403,22674.53185,0.365505848,0.732329343,0.999999011
kmeans,s2,0.958525124,0.964375816,0.9802,0.626313559,13481.66956,0.465321401,0.682444138,0.999998988
kmeans,sonar,0.010869155,0.008681682,0.5625,0.158398366,42.78606579,2.116142972,0.320909538,1
kmeans,statlog,0.50485193,0.611127175,0.66969697,0.333208127,1426.091761,1.191841226,0.456237426,0.982859425
kmeans,unbalance,1,1,1,0.832545741,73547.5586,0.357810166,0.736479977,1
kmeans,wdbc,0.730174903,0.622572478,0.927943761,0.384549488,364.0930516,1.136335291,0.468091317,1
kmeans,wine,0.853660284,0.840006838,0.949438202,0.300893852,83.35112751,1.30863958,0.43315553,0.999940413
kmeans,yeast,0.169437284,0.276194066,0.546495957,0.18376806,293.0210725,1.276434468,0.439283456,0.670189791
ldakmeans,2d10c,0.996665696,0.995281307,0.998327759,0.836848413,47833.68352,0.22935795,0.813432735,1
ldakmeans,2d20c,0.977269013,0.980655032,0.98747528,0.658967024,5973.871095,0.481970272,0.674777368,0.999981135
ldakmeans,2d4c,0.683241449,0.781623884,0.899188876,0.531900026,1017.752006,0.639253772,0.610033673,0.929624933
ldakmeans,3spiral,-0.005585281,-0.005187835,0.346153846,0.361105428,238.0333697,0.887231668,0.529876653,0.942305784
ldakmeans,aggregation,0.731424814,0.834868759,0.895939086,0.473519949,1294.15833,0.696922154,0.589302224,0.998420594
ldakmeans,compound,0.580983055,0.722405479,0.86716792,0.427618055,657.0919472,0.901639009,0.525862162,0.975002498
ldakmeans,D1,0.982117378,0.969084124,0.994,0.651385991,3027.624938,0.490233658,0.671035709,1
ldakmeans,D2,0.579749033,0.605942776,0.814,0.51050266,2631.041258,0.721333555,0.580944929,0.96536873
ldakmeans,D3,0.841073934,0.825844387,0.943,0.641475565,3570.07477,0.577088089,0.63407999,1
ldakmeans,D4,0.506449964,0.404964988,0.856,0.501619005,1418.810544,0.802840152,0.554680347,0.878361489
ldakmeans,D5,-0.000965932,-0.000696974,0.503,0.361222843,609.5704115,1.152620017,0.464550172,0.849807692
ldakmeans,ecoli,0.456696315,0.585353407,0.794642857,0.275698832,155.2557504,1.158917439,0.46319511,0.948552388
ldakmeans,elly2d10c13s,0.335312599,0.556324002,0.591201717,0.412912072,2809.333038,0.721793741,0.580789659,0.989944078
ldakmeans,glass,0.183025159,0.298360187,0.546728972,0.347631379,85.18320635,1.052159011,0.487291674,0.898194754
ldakmeans,ionosphere,0.172724312,0.128006026,0.709401709,0.294539462,115.0305448,1.53738258,0.394106907,0.576871072
ldakmeans,s1,0.995394227,0.995061637,0.9978,0.711564193,22674.6792,0.365452676,0.73235786,0.999999659
ldakmeans,s2,0.957723622,0.963724301,0.9798,0.626304502,13481.79928,0.465377125,0.682418187,1
ldakmeans,sonar,0.018951377,0.014604806,0.576923077,0.145039477,39.37663211,2.207472202,0.311771993,0.97917335
ldakmeans,statlog,0.502437012,0.609393957,0.667532468,0.332938548,1425.550653,1.190735613,0.456467679,0.982808148
ldakmeans,unbalance,1,1,1,0.832545741,73547.5586,0.357810166,0.736479977,1
ldakmeans,wdbc,0.754346074,0.669875274,0.934973638,0.37849955,348.850023,1.148426905,0.465456841,0.992795273
ldakmeans,wine,0.897542252,0.864753291,0.966292135,0.29939019,83.19471378,1.31132694,0.432651903,0.999527942
ldakmeans,yeast,0.166964444,0.283982528,0.537061995,0.186601744,295.0117641,1.231963747,0.448035951,0.670982294
mbsas,2d10c,0.818629493,0.927489554,0.886287625,0.705729242,18435.39497,0.506652104,0.66372323,0.911522571
mbsas,2d20c,0.609319349,0.840835186,0.723796968,0.439108898,2082.096273,0.704959392,0.586524233,0.87884072
mbsas,2d4c,0.373596593,0.652983078,0.728852839,0.458317697,874.4037937,0.683440383,0.59402163,0.909295721
mbsas,3spiral,0.807975257,0.833554176,0.929487179,-0.015220937,5.452669817,7.909402972,0.112240966,0.34533224
mbsas,aggregation,0.683174209,0.775810769,0.72715736,0.522645046,982.6673422,0.677598341,0.596090241,0.960131779
mbsas,compound,0.790289507,0.783135249,0.827067669,0.458239056,400.5279867,0.797718847,0.556260508,0.900933427
mbsas,D1,0.982117217,0.968777199,0.994,0.647715549,2987.705911,0.493131516,0.669733369,0.998345374
mbsas,D2,0.562852002,0.575824439,0.807,0.473215233,2375.978156,0.769719237,0.565061383,0.95287994
mbsas,D3,0.780511248,0.784157269,0.959,0.57986904,2753.660914,1.110965044,0.473716987,0.968281091
mbsas,D4,0.297412735,0.226710466,0.773,0.3233153,562.6223163,1.216120331,0.451239035,0.766696449
mbsas,D5,-0.000216192,-0.000156413,0.514,0.108339656,123.7897759,2.619373085,0.276290942,0.640347764
mbsas,ecoli,0.758023581,0.709832264,0.797619048,0.399309662,110.927453,0.842930007,0.542614205,0.886452748
mbsas,elly2d10c13s,0.228257615,0.444146699,0.483905579,0.160105842,1027.722835,1.031495282,0.492248251,0.86474355
mbsas,glass,0.151707003,0.224896212,0.5,0.344630908,55.31845384,0.869370175,0.534939529,0.813885869
mbsas,ionosphere,0.002401639,0.000815985,0.641025641,0.016241566,14.26555797,4.819418184,0.171838484,0.337836043
mbsas,s1,0.991884423,0.991585285,0.9962,0.710202678,22465.09507,0.36620453,0.731954827,0.999073827
mbsas,s2,0.934338914,0.948938328,0.9724,0.604223215,12536.95736,0.538293018,0.650071208,0.992360221
mbsas,sonar,0.146035221,0.113406151,0.706730769,0.018763635,7.262049505,7.633107805,0.115833142,0.585477544
mbsas,statlog,0.491183068,0.581375544,0.68961039,0.280274081,1179.635432,1.45281648,0.407694586,0.95722752
mbsas,unbalance,0.998559053,0.982178866,0.988307692,0.813828814,40398.21439,0.562111988,0.640158969,0.946534035
mbsas,wdbc,0.360186546,0.313886777,0.808435852,0.137248731,136.1570197,2.072658627,0.325451058,0.834911868
mbsas,wine,0.254312462,0.366904185,0.657303371,0.016334132,18.70932744,2.376912454,0.296128494,0.681483666
mbsas,yeast,0.131863282,0.240516731,0.528301887,0.092000988,183.8557818,1.906583116,0.344046587,0.61573649
mdbscan,2d10c,0.998708544,0.997828079,0.999331104,0.836821558,47756.28168,0.228921674,0.81372151,0.999849716
mdbscan,2d20c,0.974883502,0.979501494,0.994726434,0.632070171,5523.404894,0.562341999,0.640064724,0.990968197
mdbscan,2d4c,0.74802988,0.797743865,0.989571263,0.499132482,882.2164446,0.948225226,0.513287677,0.910486712
mdbscan,3spiral,1,1,1,0.001370304,5.797144814,5.87156349,0.145527288,0.35310091
mdbscan,aggregation,0.981839196,0.970641943,0.989847716,0.476247984,1159.978545,0.564740963,0.639083416,0.983197275
mdbscan,compound,0.857560178,0.873994902,0.872180451,0.302401024,449.3952274,1.539065211,0.393845733,0.918144464
mdbscan,D1,0.752043003,0.788870353,0.991,0.364981678,1626.927487,1.003976409,0.49900787,0.922592067
mdbscan,D2,0.958414352,0.930219105,0.986,0.475470082,1977.822364,0.888592421,0.529494871,0.930419313
mdbscan,D3,0.886814184,0.855626747,0.974,0.577288042,2044.989323,0.727563657,0.578849871,0.931941916
mdbscan,D4,1,1,1,0.393561504,895.1474068,1.007259154,0.498191775,0.822728657
mdbscan,D5,1,1,1,0.114302673,0.024791645,189.9448859,0.005237113,0.093439574
mdbscan,ecoli,0.381841134,0.469140761,0.800595238,0.104006334,46.76102561,1.861988395,0.349407427,0.72895418
mdbscan,elly2d10c13s,0.32562363,0.476831758,0.699213162,0.037722869,611.1372571,1.008632139,0.497851239,0.800114937
mdbscan,glass,0.121441367,0.231764266,0.514018692,0.209880291,42.13376034,1.643410175,0.378299217,0.761337674
mdbscan,ionosphere,-1,-1,-1,-1,-1,-1,-1,-1
mdbscan,s1,0.994531661,0.994150024,0.9974,0.711548037,22674.65849,0.36547553,0.732345603,0.999999568
mdbscan,s2,0.919179082,0.940975005,0.9748,0.557028068,11321.27763,0.685789238,0.593193964,0.981635939
mdbscan,sonar,-1,-1,-1,-1,-1,-1,-1,-1
mdbscan,statlog,0.371310358,0.60169882,0.807792208,0.231560001,792.6663981,1.457074171,0.406988121,0.903548138
mdbscan,unbalance,1,1,1,0.832545741,73547.5586,0.357810166,0.736479977,1
mdbscan,wdbc,-1,-1,-1,-1,-1,-1,-1,-1
mdbscan,wine,-1,-1,-1,-1,-1,-1,-1,-1
mdbscan,yeast,0.122869195,0.140182984,0.354447439,0.176960811,266.8654206,1.865943067,0.348925285,0.659249557
mddbscan,2d10c,0.940216438,0.964132026,0.995652174,0.770597952,20627.90576,1.010091374,0.497489822,0.921949979
mddbscan,2d20c,0.930299628,0.95734857,0.945945946,0.598051822,1684.574023,1.580215582,0.387564515,0.854502565
